1376.56	 594.14	 467.96	 314.46	   0.00
1404.87	 669.69	 488.88	 246.30	   0.00
1421.88	 779.67	 477.10	 165.11	   0.00
1357.96	 579.40	 467.57	 310.98	   0.00
1399.46	 677.06	 533.03	 189.37	   0.00
1456.93	 697.93	 531.58	 227.41	   0.00
1368.44	 645.43	 501.18	 221.84	   0.00
1592.74	 795.01	 578.74	 218.99	   0.00
1454.73	 731.99	 485.58	 237.16	   0.00
1466.05	 704.52	 571.57	 189.96	   0.00
1441.01	 581.10	 426.38	 433.53	   0.00
1391.27	 656.38	 481.40	 253.49	   0.00
1501.90	 571.01	 436.23	 494.67	   0.00
1413.51	 677.24	 530.81	 205.46	   0.00
1343.06	 634.94	 486.64	 221.49	   0.00
1703.55	 662.64	 647.98	 392.93	   0.00
1598.59	 835.87	 584.74	 177.99	   0.00
1721.53	 798.18	 654.40	 268.95	   0.00
1288.19	 600.17	 465.47	 222.56	   0.00
1403.91	 688.01	 515.25	 200.66	   0.00
1637.39	 666.07	 564.52	 406.79	   0.00
1376.99	 646.87	 477.15	 252.98	   0.00
1325.27	 651.70	 497.54	 176.03	   0.00
1469.65	 683.63	 573.99	 212.03	   0.00
1376.08	 639.83	 517.92	 218.32	   0.00
1346.30	 597.61	 504.61	 244.08	   0.00
1760.78	 787.31	 656.02	 317.45	   0.00
1539.65	 632.64	 429.31	 477.70	   0.00
1427.38	 622.96	 580.74	 223.68	   0.00
1480.06	 793.56	 521.69	 164.81	   0.00
1321.87	 686.63	 421.76	 213.48	   0.00
1439.48	 634.39	 520.66	 284.42	   0.00
1316.60	 577.40	 479.63	 259.57	   0.00
1536.44	 797.54	 523.86	 215.04	   0.00
1648.92	 702.48	 599.62	 346.82	   0.00
1474.99	 612.45	 506.88	 355.66	   0.00
1251.82	 537.51	 435.46	 278.85	   0.00
2005.28	 771.91	 681.37	 552.00	   0.00
1404.66	 633.58	 523.44	 247.63	   0.00
1331.23	 592.92	 474.58	 263.73	   0.00
1515.88	 597.21	 468.21	 450.46	   0.00
1557.88	 844.84	 532.12	 180.92	   0.00
1345.89	 680.12	 485.90	 179.88	   0.00
1599.98	 793.98	 584.69	 221.31	   0.00
1384.91	 624.88	 533.08	 226.96	   0.00
1771.88	 846.67	 676.94	 248.27	   0.00
1604.13	 625.19	 607.40	 371.54	   0.00
1436.84	 530.36	 420.22	 486.27	   0.00
1386.44	 633.47	 564.47	 188.49	   0.00
1612.03	 635.16	 553.80	 423.07	   0.00
1726.44	 722.66	 565.76	 438.03	   0.00
1553.94	 658.01	 573.03	 322.90	   0.00
1732.59	 760.75	 546.52	 425.32	   0.00
1172.55	 571.97	 427.95	 172.63	   0.00
1454.55	 630.65	 497.96	 325.94	   0.00
1390.94	 687.77	 487.87	 215.30	   0.00
1619.62	 648.00	 543.70	 427.92	   0.00
1390.35	 616.08	 437.46	 336.80	   0.00
1394.92	 557.48	 393.54	 443.90	   0.00
1412.15	 638.49	 500.10	 273.56	   0.00
1285.50	 636.17	 451.61	 197.72	   0.00
1252.12	 597.30	 478.71	 176.10	   0.00
1476.79	 700.86	 487.27	 288.66	   0.00
1499.92	 723.08	 554.63	 222.22	   0.00
1640.75	 750.49	 615.68	 274.57	   0.00
1543.75	 618.29	 464.57	 460.89	   0.00
1540.98	 676.19	 593.64	 271.16	   0.00
1849.72	 888.94	 693.14	 267.65	   0.00
1376.10	 611.02	 502.88	 262.19	   0.00
1641.46	 846.67	 582.98	 211.81	   0.00
1443.44	 631.09	 529.44	 282.91	   0.00
1433.68	 748.79	 501.85	 183.04	   0.00
1572.17	 700.87	 586.74	 284.56	   0.00
1454.17	 693.46	 506.35	 254.36	   0.00
1588.98	 842.71	 565.05	 181.22	   0.00
1278.15	 627.71	 468.28	 182.15	   0.00
1427.31	 658.12	 551.23	 217.96	   0.00
1347.87	 593.56	 439.68	 314.62	   0.00
1442.28	 618.88	 505.51	 317.88	   0.00
1416.88	 729.59	 514.34	 172.95	   0.00
1450.73	 790.51	 499.49	 160.73	   0.00
1512.87	 661.84	 539.77	 311.27	   0.00
1542.01	 819.25	 531.16	 191.60	   0.00
1219.26	 514.19	 425.56	 279.51	   0.00
1562.48	 682.51	 490.61	 389.37	   0.00
1325.10	 591.05	 474.69	 259.36	   0.00
1490.08	 606.94	 532.99	 350.14	   0.00
1702.47	 851.40	 632.97	 218.10	   0.00
1466.72	 561.31	 531.79	 373.62	   0.00
1475.02	 646.13	 539.09	 289.80	   0.00
1545.24	 622.16	 498.56	 424.52	   0.00
1190.00	 564.84	 417.14	 208.02	   0.00
1626.23	 770.71	 567.04	 288.49	   0.00
1629.73	 773.57	 595.68	 260.48	   0.00
1438.61	 646.49	 477.51	 314.61	   0.00
1276.41	 652.16	 430.12	 194.13	   0.00
1499.91	 788.34	 523.24	 188.33	   0.00
1360.92	 655.80	 454.83	 250.28	   0.00
1398.58	 789.18	 415.68	 193.72	   0.00
1627.34	 659.25	 484.62	 483.47	   0.00
1324.49	 631.94	 497.48	 195.07	   0.00
1342.50	 650.09	 484.05	 208.36	   0.00
1468.98	 703.17	 520.11	 245.71	   0.00
1767.55	 720.47	 630.88	 416.20	   0.00
1278.38	 584.07	 429.93	 264.37	   0.00
1541.58	 716.58	 555.08	 269.92	   0.00
1708.57	 661.67	 645.33	 401.56	   0.00
1320.26	 562.08	 457.05	 301.13	   0.00
1567.06	 611.94	 525.82	 429.30	   0.00
1372.16	 711.86	 464.18	 196.11	   0.00
1497.48	 667.65	 530.47	 299.36	   0.00
1403.43	 685.38	 505.19	 212.87	   0.00
1691.61	 764.27	 633.63	 293.72	   0.00
1557.35	 638.19	 585.29	 333.87	   0.00
1571.53	 800.16	 564.01	 207.36	   0.00
1852.51	 743.90	 615.37	 493.24	   0.00
1292.16	 540.69	 456.99	 294.49	   0.00
1445.54	 727.92	 501.54	 216.08	   0.00
1333.37	 638.40	 471.27	 223.70	   0.00
1408.11	 682.02	 533.60	 192.49	   0.00
1563.72	 755.62	 583.05	 225.04	   0.00
1768.25	 881.62	 644.79	 241.84	   0.00
1426.50	 597.30	 453.55	 375.65	   0.00
1488.81	 640.97	 550.62	 297.22	   0.00
1469.48	 710.70	 548.17	 210.62	   0.00
1671.03	 662.74	 451.17	 557.12	   0.00
1568.64	 651.34	 544.49	 372.82	   0.00
1632.80	 770.98	 591.12	 270.70	   0.00
1630.18	 733.05	 661.94	 235.19	   0.00
1605.13	 646.68	 579.84	 378.61	   0.00
1367.49	 550.15	 501.66	 315.69	   0.00
1416.43	 553.11	 499.07	 364.24	   0.00
1251.69	 550.76	 475.74	 225.19	   0.00
1395.42	 728.79	 532.80	 133.83	   0.00
1312.01	 659.74	 460.24	 192.03	   0.00
1377.62	 654.78	 510.54	 212.30	   0.00
1261.05	 563.70	 494.60	 202.75	   0.00
1369.11	 714.97	 500.52	 153.62	   0.00
1279.55	 619.69	 483.09	 176.78	   0.00
1481.85	 634.75	 526.65	 320.45	   0.00
1415.85	 663.40	 484.93	 267.52	   0.00
1345.94	 540.50	 446.95	 358.48	   0.00
1602.72	 739.14	 577.44	 286.14	   0.00
1665.40	 707.90	 521.16	 436.34	   0.00
1300.90	 611.90	 484.60	 204.40	   0.00
1760.86	 723.30	 594.44	 443.12	   0.00
1583.67	 672.77	 553.13	 357.76	   0.00
1639.68	 658.00	 617.26	 364.43	   0.00
1586.20	 756.20	 527.53	 302.47	   0.00
1473.70	 645.01	 511.24	 317.44	   0.00
1357.34	 678.30	 487.96	 191.08	   0.00
1633.02	 686.94	 566.37	 379.71	   0.00
1623.63	 692.49	 607.84	 323.30	   0.00
1473.34	 650.00	 543.58	 279.75	   0.00
1623.62	 679.03	 596.68	 347.91	   0.00
1348.20	 576.85	 474.74	 296.61	   0.00
1349.94	 625.45	 498.03	 226.45	   0.00
1421.75	 669.44	 522.68	 229.63	   0.00
1387.93	 653.88	 538.36	 195.69	   0.00
1417.24	 773.66	 505.37	 138.21	   0.00
1084.06	 514.35	 405.46	 164.25	   0.00
1511.39	 659.79	 519.93	 331.67	   0.00
1280.27	 585.69	 432.58	 261.99	   0.00
1497.06	 626.47	 513.09	 357.51	   0.00
